Measure	Value	Library
Total Sequences	26874353	JVN41_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN41_R1_rmphix_fastqc
Sequence length	50-151	JVN41_R1_rmphix_fastqc
%GC	64	JVN41_R1_rmphix_fastqc
Filename	JVN41_R2_rmphix.fq.gz	JVN41_R2_rmphix_fastqc
File type	Conventional base calls	JVN41_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN41_R2_rmphix_fastqc
Total Sequences	26874353	JVN41_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN41_R2_rmphix_fastqc
Sequence length	50-151	JVN41_R2_rmphix_fastqc
%GC	64	JVN41_R2_rmphix_fastqc
Filename	JVN42_R1_rmphix.fq.gz	JVN42_R1_rmphix_fastqc
File type	Conventional base calls	JVN42_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN42_R1_rmphix_fastqc
Total Sequences	26429904	JVN42_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN42_R1_rmphix_fastqc
Sequence length	50-151	JVN42_R1_rmphix_fastqc
%GC	64	JVN42_R1_rmphix_fastqc
Filename	JVN42_R2_rmphix.fq.gz	JVN42_R2_rmphix_fastqc
File type	Conventional base calls	JVN42_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN42_R2_rmphix_fastqc
Total Sequences	26429904	JVN42_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN42_R2_rmphix_fastqc
Sequence length	50-151	JVN42_R2_rmphix_fastqc
%GC	64	JVN42_R2_rmphix_fastqc
Filename	JVN43_R1_rmphix.fq.gz	JVN43_R1_rmphix_fastqc
File type	Conventional base calls	JVN43_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN43_R1_rmphix_fastqc
Total Sequences	29963954	JVN43_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN43_R1_rmphix_fastqc
Sequence length	50-151	JVN43_R1_rmphix_fastqc
%GC	63	JVN43_R1_rmphix_fastqc
Filename	JVN43_R2_rmphix.fq.gz	JVN43_R2_rmphix_fastqc
File type	Conventional base calls	JVN43_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN43_R2_rmphix_fastqc
Total Sequences	29963954	JVN43_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN43_R2_rmphix_fastqc
Sequence length	50-151	JVN43_R2_rmphix_fastqc
%GC	64	JVN43_R2_rmphix_fastqc
Filename	JVN44_R1_rmphix.fq.gz	JVN44_R1_rmphix_fastqc
File type	Conventional base calls	JVN44_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN44_R1_rmphix_fastqc
Total Sequences	26721400	JVN44_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN44_R1_rmphix_fastqc
Sequence length	50-151	JVN44_R1_rmphix_fastqc
%GC	65	JVN44_R1_rmphix_fastqc
Filename	JVN44_R2_rmphix.fq.gz	JVN44_R2_rmphix_fastqc
File type	Conventional base calls	JVN44_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN44_R2_rmphix_fastqc
Total Sequences	26721400	JVN44_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN44_R2_rmphix_fastqc
Sequence length	50-151	JVN44_R2_rmphix_fastqc
%GC	65	JVN44_R2_rmphix_fastqc
Filename	JVN45_R1_rmphix.fq.gz	JVN45_R1_rmphix_fastqc
File type	Conventional base calls	JVN45_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN45_R1_rmphix_fastqc
Total Sequences	30726433	JVN45_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN45_R1_rmphix_fastqc
Sequence length	50-151	JVN45_R1_rmphix_fastqc
%GC	65	JVN45_R1_rmphix_fastqc
Filename	JVN45_R2_rmphix.fq.gz	JVN45_R2_rmphix_fastqc
File type	Conventional base calls	JVN45_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN45_R2_rmphix_fastqc
Total Sequences	30726433	JVN45_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN45_R2_rmphix_fastqc
Sequence length	50-151	JVN45_R2_rmphix_fastqc
%GC	65	JVN45_R2_rmphix_fastqc
Filename	JVN46_R1_rmphix.fq.gz	JVN46_R1_rmphix_fastqc
File type	Conventional base calls	JVN46_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN46_R1_rmphix_fastqc
Total Sequences	25630804	JVN46_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN46_R1_rmphix_fastqc
Sequence length	50-151	JVN46_R1_rmphix_fastqc
%GC	64	JVN46_R1_rmphix_fastqc
Filename	JVN46_R2_rmphix.fq.gz	JVN46_R2_rmphix_fastqc
File type	Conventional base calls	JVN46_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN46_R2_rmphix_fastqc
Total Sequences	25630804	JVN46_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN46_R2_rmphix_fastqc
Sequence length	50-151	JVN46_R2_rmphix_fastqc
%GC	64	JVN46_R2_rmphix_fastqc
Filename	JVN47_R1_rmphix.fq.gz	JVN47_R1_rmphix_fastqc
File type	Conventional base calls	JVN47_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN47_R1_rmphix_fastqc
Total Sequences	29052305	JVN47_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN47_R1_rmphix_fastqc
Sequence length	50-151	JVN47_R1_rmphix_fastqc
%GC	64	JVN47_R1_rmphix_fastqc
Filename	JVN47_R2_rmphix.fq.gz	JVN47_R2_rmphix_fastqc
File type	Conventional base calls	JVN47_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN47_R2_rmphix_fastqc
Total Sequences	29052305	JVN47_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN47_R2_rmphix_fastqc
Sequence length	50-151	JVN47_R2_rmphix_fastqc
%GC	64	JVN47_R2_rmphix_fastqc
Filename	JVN48_R1_rmphix.fq.gz	JVN48_R1_rmphix_fastqc
File type	Conventional base calls	JVN48_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN48_R1_rmphix_fastqc
Total Sequences	28996340	JVN48_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN48_R1_rmphix_fastqc
Sequence length	50-151	JVN48_R1_rmphix_fastqc
%GC	64	JVN48_R1_rmphix_fastqc
Filename	JVN48_R2_rmphix.fq.gz	JVN48_R2_rmphix_fastqc
File type	Conventional base calls	JVN48_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN48_R2_rmphix_fastqc
Total Sequences	28996340	JVN48_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN48_R2_rmphix_fastqc
Sequence length	50-151	JVN48_R2_rmphix_fastqc
%GC	64	JVN48_R2_rmphix_fastqc
Filename	JVN49_R1_rmphix.fq.gz	JVN49_R1_rmphix_fastqc
File type	Conventional base calls	JVN49_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN49_R1_rmphix_fastqc
Total Sequences	27113810	JVN49_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN49_R1_rmphix_fastqc
Sequence length	50-151	JVN49_R1_rmphix_fastqc
%GC	63	JVN49_R1_rmphix_fastqc
Filename	JVN49_R2_rmphix.fq.gz	JVN49_R2_rmphix_fastqc
File type	Conventional base calls	JVN49_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN49_R2_rmphix_fastqc
Total Sequences	27113810	JVN49_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN49_R2_rmphix_fastqc
Sequence length	50-151	JVN49_R2_rmphix_fastqc
%GC	64	JVN49_R2_rmphix_fastqc
Filename	JVN4_R1_rmphix.fq.gz	JVN4_R1_rmphix_fastqc
File type	Conventional base calls	JVN4_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN4_R1_rmphix_fastqc
Total Sequences	160954823	JVN4_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN4_R1_rmphix_fastqc
Sequence length	50-151	JVN4_R1_rmphix_fastqc
%GC	64	JVN4_R1_rmphix_fastqc
Filename	JVN4_R2_rmphix.fq.gz	JVN4_R2_rmphix_fastqc
File type	Conventional base calls	JVN4_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN4_R2_rmphix_fastqc
Total Sequences	143827021	JVN4_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN4_R2_rmphix_fastqc
Sequence length	50-151	JVN4_R2_rmphix_fastqc
%GC	65	JVN4_R2_rmphix_fastqc
Filename	JVN50_R1_rmphix.fq.gz	JVN50_R1_rmphix_fastqc
File type	Conventional base calls	JVN50_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN50_R1_rmphix_fastqc
Total Sequences	27429878	JVN50_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN50_R1_rmphix_fastqc
Sequence length	50-151	JVN50_R1_rmphix_fastqc
%GC	64	JVN50_R1_rmphix_fastqc
Filename	JVN50_R2_rmphix.fq.gz	JVN50_R2_rmphix_fastqc
File type	Conventional base calls	JVN50_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN50_R2_rmphix_fastqc
Total Sequences	27429878	JVN50_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN50_R2_rmphix_fastqc
Sequence length	50-151	JVN50_R2_rmphix_fastqc
%GC	64	JVN50_R2_rmphix_fastqc
Filename	JVN51_R1_rmphix.fq.gz	JVN51_R1_rmphix_fastqc
File type	Conventional base calls	JVN51_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN51_R1_rmphix_fastqc
Total Sequences	27176644	JVN51_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN51_R1_rmphix_fastqc
Sequence length	50-151	JVN51_R1_rmphix_fastqc
%GC	64	JVN51_R1_rmphix_fastqc
Filename	JVN51_R2_rmphix.fq.gz	JVN51_R2_rmphix_fastqc
File type	Conventional base calls	JVN51_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN51_R2_rmphix_fastqc
Total Sequences	27176644	JVN51_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN51_R2_rmphix_fastqc
Sequence length	50-151	JVN51_R2_rmphix_fastqc
%GC	64	JVN51_R2_rmphix_fastqc
Filename	JVN52_R1_rmphix.fq.gz	JVN52_R1_rmphix_fastqc
File type	Conventional base calls	JVN52_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN52_R1_rmphix_fastqc
Total Sequences	25850378	JVN52_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN52_R1_rmphix_fastqc
Sequence length	50-151	JVN52_R1_rmphix_fastqc
%GC	64	JVN52_R1_rmphix_fastqc
Filename	JVN52_R2_rmphix.fq.gz	JVN52_R2_rmphix_fastqc
File type	Conventional base calls	JVN52_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN52_R2_rmphix_fastqc
Total Sequences	25850378	JVN52_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN52_R2_rmphix_fastqc
Sequence length	50-151	JVN52_R2_rmphix_fastqc
%GC	64	JVN52_R2_rmphix_fastqc
Filename	JVN53_R1_rmphix.fq.gz	JVN53_R1_rmphix_fastqc
File type	Conventional base calls	JVN53_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN53_R1_rmphix_fastqc
Total Sequences	29490099	JVN53_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN53_R1_rmphix_fastqc
Sequence length	50-151	JVN53_R1_rmphix_fastqc
%GC	63	JVN53_R1_rmphix_fastqc
Filename	JVN53_R2_rmphix.fq.gz	JVN53_R2_rmphix_fastqc
File type	Conventional base calls	JVN53_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN53_R2_rmphix_fastqc
Total Sequences	29490099	JVN53_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN53_R2_rmphix_fastqc
Sequence length	50-151	JVN53_R2_rmphix_fastqc
%GC	63	JVN53_R2_rmphix_fastqc
Filename	JVN54_R1_rmphix.fq.gz	JVN54_R1_rmphix_fastqc
File type	Conventional base calls	JVN54_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN54_R1_rmphix_fastqc
Total Sequences	28610459	JVN54_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN54_R1_rmphix_fastqc
Sequence length	50-151	JVN54_R1_rmphix_fastqc
%GC	64	JVN54_R1_rmphix_fastqc
Filename	JVN54_R2_rmphix.fq.gz	JVN54_R2_rmphix_fastqc
File type	Conventional base calls	JVN54_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN54_R2_rmphix_fastqc
Total Sequences	28610459	JVN54_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN54_R2_rmphix_fastqc
Sequence length	50-151	JVN54_R2_rmphix_fastqc
%GC	64	JVN54_R2_rmphix_fastqc
Filename	JVN55_R1_rmphix.fq.gz	JVN55_R1_rmphix_fastqc
File type	Conventional base calls	JVN55_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN55_R1_rmphix_fastqc
Total Sequences	28821091	JVN55_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN55_R1_rmphix_fastqc
Sequence length	50-151	JVN55_R1_rmphix_fastqc
%GC	64	JVN55_R1_rmphix_fastqc
Filename	JVN55_R2_rmphix.fq.gz	JVN55_R2_rmphix_fastqc
File type	Conventional base calls	JVN55_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN55_R2_rmphix_fastqc
Total Sequences	28821091	JVN55_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN55_R2_rmphix_fastqc
Sequence length	50-151	JVN55_R2_rmphix_fastqc
%GC	64	JVN55_R2_rmphix_fastqc
Filename	JVN56_R1_rmphix.fq.gz	JVN56_R1_rmphix_fastqc
File type	Conventional base calls	JVN56_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN56_R1_rmphix_fastqc
Total Sequences	27512918	JVN56_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN56_R1_rmphix_fastqc
Sequence length	50-151	JVN56_R1_rmphix_fastqc
%GC	64	JVN56_R1_rmphix_fastqc
Filename	JVN56_R2_rmphix.fq.gz	JVN56_R2_rmphix_fastqc
File type	Conventional base calls	JVN56_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN56_R2_rmphix_fastqc
Total Sequences	27512918	JVN56_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN56_R2_rmphix_fastqc
Sequence length	50-151	JVN56_R2_rmphix_fastqc
%GC	64	JVN56_R2_rmphix_fastqc
Filename	JVN57_R1_rmphix.fq.gz	JVN57_R1_rmphix_fastqc
File type	Conventional base calls	JVN57_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN57_R1_rmphix_fastqc
Total Sequences	28776101	JVN57_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN57_R1_rmphix_fastqc
Sequence length	50-151	JVN57_R1_rmphix_fastqc
%GC	63	JVN57_R1_rmphix_fastqc
Filename	JVN57_R2_rmphix.fq.gz	JVN57_R2_rmphix_fastqc
File type	Conventional base calls	JVN57_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN57_R2_rmphix_fastqc
Total Sequences	28776101	JVN57_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN57_R2_rmphix_fastqc
Sequence length	50-151	JVN57_R2_rmphix_fastqc
%GC	63	JVN57_R2_rmphix_fastqc
Filename	JVN58_R1_rmphix.fq.gz	JVN58_R1_rmphix_fastqc
File type	Conventional base calls	JVN58_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN58_R1_rmphix_fastqc
Total Sequences	26885823	JVN58_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN58_R1_rmphix_fastqc
Sequence length	50-151	JVN58_R1_rmphix_fastqc
%GC	64	JVN58_R1_rmphix_fastqc
Filename	JVN58_R2_rmphix.fq.gz	JVN58_R2_rmphix_fastqc
File type	Conventional base calls	JVN58_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN58_R2_rmphix_fastqc
Total Sequences	26885823	JVN58_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN58_R2_rmphix_fastqc
Sequence length	50-151	JVN58_R2_rmphix_fastqc
%GC	64	JVN58_R2_rmphix_fastqc
Filename	JVN59_R1_rmphix.fq.gz	JVN59_R1_rmphix_fastqc
File type	Conventional base calls	JVN59_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN59_R1_rmphix_fastqc
Total Sequences	25717143	JVN59_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN59_R1_rmphix_fastqc
Sequence length	50-151	JVN59_R1_rmphix_fastqc
%GC	62	JVN59_R1_rmphix_fastqc
Filename	JVN59_R2_rmphix.fq.gz	JVN59_R2_rmphix_fastqc
File type	Conventional base calls	JVN59_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN59_R2_rmphix_fastqc
Total Sequences	25717143	JVN59_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN59_R2_rmphix_fastqc
Sequence length	50-151	JVN59_R2_rmphix_fastqc
%GC	62	JVN59_R2_rmphix_fastqc
Filename	JVN5_R1_rmphix.fq.gz	JVN5_R1_rmphix_fastqc
File type	Conventional base calls	JVN5_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN5_R1_rmphix_fastqc
Total Sequences	25500087	JVN5_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN5_R1_rmphix_fastqc
Sequence length	50-151	JVN5_R1_rmphix_fastqc
%GC	65	JVN5_R1_rmphix_fastqc
Filename	JVN5_R2_rmphix.fq.gz	JVN5_R2_rmphix_fastqc
File type	Conventional base calls	JVN5_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN5_R2_rmphix_fastqc
Total Sequences	25500087	JVN5_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN5_R2_rmphix_fastqc
Sequence length	50-151	JVN5_R2_rmphix_fastqc
%GC	65	JVN5_R2_rmphix_fastqc
Filename	JVN60_R1_rmphix.fq.gz	JVN60_R1_rmphix_fastqc
File type	Conventional base calls	JVN60_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN60_R1_rmphix_fastqc
Total Sequences	26129478	JVN60_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN60_R1_rmphix_fastqc
Sequence length	50-151	JVN60_R1_rmphix_fastqc
%GC	64	JVN60_R1_rmphix_fastqc
Filename	JVN60_R2_rmphix.fq.gz	JVN60_R2_rmphix_fastqc
File type	Conventional base calls	JVN60_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN60_R2_rmphix_fastqc
Total Sequences	26129478	JVN60_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN60_R2_rmphix_fastqc
Sequence length	50-151	JVN60_R2_rmphix_fastqc
%GC	64	JVN60_R2_rmphix_fastqc
Filename	JVN61_R1_rmphix.fq.gz	JVN61_R1_rmphix_fastqc
File type	Conventional base calls	JVN61_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN61_R1_rmphix_fastqc
Total Sequences	25419259	JVN61_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN61_R1_rmphix_fastqc
Sequence length	50-151	JVN61_R1_rmphix_fastqc
%GC	62	JVN61_R1_rmphix_fastqc
Filename	JVN61_R2_rmphix.fq.gz	JVN61_R2_rmphix_fastqc
File type	Conventional base calls	JVN61_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN61_R2_rmphix_fastqc
Total Sequences	25419259	JVN61_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN61_R2_rmphix_fastqc
Sequence length	50-151	JVN61_R2_rmphix_fastqc
%GC	62	JVN61_R2_rmphix_fastqc
Filename	JVN62_R1_rmphix.fq.gz	JVN62_R1_rmphix_fastqc
File type	Conventional base calls	JVN62_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN62_R1_rmphix_fastqc
Total Sequences	29532266	JVN62_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN62_R1_rmphix_fastqc
Sequence length	50-151	JVN62_R1_rmphix_fastqc
%GC	63	JVN62_R1_rmphix_fastqc
Filename	JVN62_R2_rmphix.fq.gz	JVN62_R2_rmphix_fastqc
File type	Conventional base calls	JVN62_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN62_R2_rmphix_fastqc
Total Sequences	29532266	JVN62_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN62_R2_rmphix_fastqc
Sequence length	50-151	JVN62_R2_rmphix_fastqc
%GC	64	JVN62_R2_rmphix_fastqc
Filename	JVN63_R1_rmphix.fq.gz	JVN63_R1_rmphix_fastqc
File type	Conventional base calls	JVN63_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN63_R1_rmphix_fastqc
Total Sequences	30460614	JVN63_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN63_R1_rmphix_fastqc
Sequence length	50-151	JVN63_R1_rmphix_fastqc
%GC	63	JVN63_R1_rmphix_fastqc
Filename	JVN63_R2_rmphix.fq.gz	JVN63_R2_rmphix_fastqc
File type	Conventional base calls	JVN63_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN63_R2_rmphix_fastqc
Total Sequences	30460614	JVN63_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN63_R2_rmphix_fastqc
Sequence length	50-151	JVN63_R2_rmphix_fastqc
%GC	63	JVN63_R2_rmphix_fastqc
Filename	JVN64_R1_rmphix.fq.gz	JVN64_R1_rmphix_fastqc
File type	Conventional base calls	JVN64_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN64_R1_rmphix_fastqc
Total Sequences	27057729	JVN64_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN64_R1_rmphix_fastqc
Sequence length	50-151	JVN64_R1_rmphix_fastqc
%GC	63	JVN64_R1_rmphix_fastqc
Filename	JVN64_R2_rmphix.fq.gz	JVN64_R2_rmphix_fastqc
File type	Conventional base calls	JVN64_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN64_R2_rmphix_fastqc
Total Sequences	27057729	JVN64_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN64_R2_rmphix_fastqc
Sequence length	50-151	JVN64_R2_rmphix_fastqc
%GC	64	JVN64_R2_rmphix_fastqc
Filename	JVN65_R1_rmphix.fq.gz	JVN65_R1_rmphix_fastqc
File type	Conventional base calls	JVN65_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN65_R1_rmphix_fastqc
Total Sequences	27184433	JVN65_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN65_R1_rmphix_fastqc
Sequence length	50-151	JVN65_R1_rmphix_fastqc
%GC	62	JVN65_R1_rmphix_fastqc
Filename	JVN65_R2_rmphix.fq.gz	JVN65_R2_rmphix_fastqc
File type	Conventional base calls	JVN65_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN65_R2_rmphix_fastqc
Total Sequences	27184433	JVN65_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN65_R2_rmphix_fastqc
Sequence length	50-151	JVN65_R2_rmphix_fastqc
%GC	62	JVN65_R2_rmphix_fastqc
Filename	JVN66_R1_rmphix.fq.gz	JVN66_R1_rmphix_fastqc
File type	Conventional base calls	JVN66_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN66_R1_rmphix_fastqc
Total Sequences	26116178	JVN66_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN66_R1_rmphix_fastqc
Sequence length	50-151	JVN66_R1_rmphix_fastqc
%GC	63	JVN66_R1_rmphix_fastqc
Filename	JVN66_R2_rmphix.fq.gz	JVN66_R2_rmphix_fastqc
File type	Conventional base calls	JVN66_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN66_R2_rmphix_fastqc
Total Sequences	26116178	JVN66_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN66_R2_rmphix_fastqc
Sequence length	50-151	JVN66_R2_rmphix_fastqc
%GC	63	JVN66_R2_rmphix_fastqc
Filename	JVN67_R1_rmphix.fq.gz	JVN67_R1_rmphix_fastqc
File type	Conventional base calls	JVN67_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN67_R1_rmphix_fastqc
Total Sequences	26975311	JVN67_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN67_R1_rmphix_fastqc
Sequence length	50-151	JVN67_R1_rmphix_fastqc
%GC	62	JVN67_R1_rmphix_fastqc
Filename	JVN67_R2_rmphix.fq.gz	JVN67_R2_rmphix_fastqc
File type	Conventional base calls	JVN67_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN67_R2_rmphix_fastqc
Total Sequences	26975311	JVN67_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN67_R2_rmphix_fastqc
Sequence length	50-151	JVN67_R2_rmphix_fastqc
%GC	62	JVN67_R2_rmphix_fastqc
Filename	JVN68_R1_rmphix.fq.gz	JVN68_R1_rmphix_fastqc
File type	Conventional base calls	JVN68_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN68_R1_rmphix_fastqc
Total Sequences	26686325	JVN68_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN68_R1_rmphix_fastqc
Sequence length	50-151	JVN68_R1_rmphix_fastqc
%GC	63	JVN68_R1_rmphix_fastqc
Filename	JVN68_R2_rmphix.fq.gz	JVN68_R2_rmphix_fastqc
File type	Conventional base calls	JVN68_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN68_R2_rmphix_fastqc
Total Sequences	26686325	JVN68_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN68_R2_rmphix_fastqc
Sequence length	50-151	JVN68_R2_rmphix_fastqc
%GC	63	JVN68_R2_rmphix_fastqc
Filename	JVN69_R1_rmphix.fq.gz	JVN69_R1_rmphix_fastqc
File type	Conventional base calls	JVN69_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN69_R1_rmphix_fastqc
Total Sequences	27813889	JVN69_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN69_R1_rmphix_fastqc
Sequence length	50-151	JVN69_R1_rmphix_fastqc
%GC	62	JVN69_R1_rmphix_fastqc
Filename	JVN69_R2_rmphix.fq.gz	JVN69_R2_rmphix_fastqc
File type	Conventional base calls	JVN69_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN69_R2_rmphix_fastqc
Total Sequences	27813889	JVN69_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN69_R2_rmphix_fastqc
Sequence length	50-151	JVN69_R2_rmphix_fastqc
%GC	62	JVN69_R2_rmphix_fastqc
Filename	JVN6_R1_rmphix.fq.gz	JVN6_R1_rmphix_fastqc
File type	Conventional base calls	JVN6_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN6_R1_rmphix_fastqc
Total Sequences	36036828	JVN6_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN6_R1_rmphix_fastqc
Sequence length	50-151	JVN6_R1_rmphix_fastqc
%GC	64	JVN6_R1_rmphix_fastqc
Filename	JVN6_R2_rmphix.fq.gz	JVN6_R2_rmphix_fastqc
File type	Conventional base calls	JVN6_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN6_R2_rmphix_fastqc
Total Sequences	36036828	JVN6_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN6_R2_rmphix_fastqc
