SampleID	DNAID	Profile	Description	fwd1	rvs1	fwd2	rvs2	fwd3	rvs3	fwd4	rvs4	fwd5	rvs5	fwd6	rvs6
JEP41	JVN41	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN41_S172_L002_R1_001.fastq.gz	JVN41_S172_L002_R2_001.fastq.gz	JVN41_S236_L004_R1_001.fastq.gz	JVN41_S236_L004_R2_001.fastq.gz	JVN41_S143_L003_R1_001.fastq.gz	JVN41_S143_L003_R2_001.fastq.gz	JVN41_S143_L002_R1_001.fastq.gz	JVN41_S143_L002_R2_001.fastq.gz	JVN41_S143_L001_R1_001.fastq.gz	JVN41_S143_L001_R2_001.fastq.gz		
JEP42	JVN42	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN42_S173_L002_R1_001.fastq.gz	JVN42_S173_L002_R2_001.fastq.gz	JVN42_S237_L004_R1_001.fastq.gz	JVN42_S237_L004_R2_001.fastq.gz	JVN42_S144_L003_R1_001.fastq.gz	JVN42_S144_L003_R2_001.fastq.gz	JVN42_S144_L002_R1_001.fastq.gz	JVN42_S144_L002_R2_001.fastq.gz	JVN42_S144_L001_R1_001.fastq.gz	JVN42_S144_L001_R2_001.fastq.gz		
JEP43	JVN43	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN43_S174_L002_R1_001.fastq.gz	JVN43_S174_L002_R2_001.fastq.gz	JVN43_S238_L004_R1_001.fastq.gz	JVN43_S238_L004_R2_001.fastq.gz	JVN43_S145_L003_R1_001.fastq.gz	JVN43_S145_L003_R2_001.fastq.gz	JVN43_S145_L002_R1_001.fastq.gz	JVN43_S145_L002_R2_001.fastq.gz	JVN43_S145_L001_R1_001.fastq.gz	JVN43_S145_L001_R2_001.fastq.gz		
JEP44	JVN44	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN44_S175_L002_R1_001.fastq.gz	JVN44_S175_L002_R2_001.fastq.gz	JVN44_S239_L004_R1_001.fastq.gz	JVN44_S239_L004_R2_001.fastq.gz	JVN44_S146_L003_R1_001.fastq.gz	JVN44_S146_L003_R2_001.fastq.gz	JVN44_S146_L002_R1_001.fastq.gz	JVN44_S146_L002_R2_001.fastq.gz	JVN44_S146_L001_R1_001.fastq.gz	JVN44_S146_L001_R2_001.fastq.gz		
JEP45	JVN45	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN45_S176_L002_R1_001.fastq.gz	JVN45_S176_L002_R2_001.fastq.gz	JVN45_S240_L004_R1_001.fastq.gz	JVN45_S240_L004_R2_001.fastq.gz	JVN45_S147_L003_R1_001.fastq.gz	JVN45_S147_L003_R2_001.fastq.gz	JVN45_S147_L002_R1_001.fastq.gz	JVN45_S147_L002_R2_001.fastq.gz	JVN45_S147_L001_R1_001.fastq.gz	JVN45_S147_L001_R2_001.fastq.gz		
JEP46	JVN46	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN46_S177_L002_R1_001.fastq.gz	JVN46_S177_L002_R2_001.fastq.gz	JVN46_S241_L004_R1_001.fastq.gz	JVN46_S241_L004_R2_001.fastq.gz	JVN46_S148_L003_R1_001.fastq.gz	JVN46_S148_L003_R2_001.fastq.gz	JVN46_S148_L002_R1_001.fastq.gz	JVN46_S148_L002_R2_001.fastq.gz	JVN46_S148_L001_R1_001.fastq.gz	JVN46_S148_L001_R2_001.fastq.gz		
JEP47	JVN47	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN47_S178_L002_R1_001.fastq.gz	JVN47_S178_L002_R2_001.fastq.gz	JVN47_S242_L004_R1_001.fastq.gz	JVN47_S242_L004_R2_001.fastq.gz	JVN47_S149_L003_R1_001.fastq.gz	JVN47_S149_L003_R2_001.fastq.gz	JVN47_S149_L002_R1_001.fastq.gz	JVN47_S149_L002_R2_001.fastq.gz	JVN47_S149_L001_R1_001.fastq.gz	JVN47_S149_L001_R2_001.fastq.gz		
JEP48	JVN48	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN48_S179_L002_R1_001.fastq.gz	JVN48_S179_L002_R2_001.fastq.gz	JVN48_S243_L004_R1_001.fastq.gz	JVN48_S243_L004_R2_001.fastq.gz	JVN48_S150_L003_R1_001.fastq.gz	JVN48_S150_L003_R2_001.fastq.gz	JVN48_S150_L002_R1_001.fastq.gz	JVN48_S150_L002_R2_001.fastq.gz	JVN48_S150_L001_R1_001.fastq.gz	JVN48_S150_L001_R2_001.fastq.gz		
JEP49	JVN49	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN49_S180_L002_R1_001.fastq.gz	JVN49_S180_L002_R2_001.fastq.gz	JVN49_S244_L004_R1_001.fastq.gz	JVN49_S244_L004_R2_001.fastq.gz	JVN49_S151_L003_R1_001.fastq.gz	JVN49_S151_L003_R2_001.fastq.gz	JVN49_S151_L002_R1_001.fastq.gz	JVN49_S151_L002_R2_001.fastq.gz	JVN49_S151_L001_R1_001.fastq.gz	JVN49_S151_L001_R2_001.fastq.gz		
JEP5	JVN5	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN5_S136_L002_R1_001.fastq.gz	JVN5_S136_L002_R2_001.fastq.gz	JVN5_S200_L004_R1_001.fastq.gz	JVN5_S200_L004_R2_001.fastq.gz	JVN5_S107_L003_R1_001.fastq.gz	JVN5_S107_L003_R2_001.fastq.gz	JVN5_S107_L002_R1_001.fastq.gz	JVN5_S107_L002_R2_001.fastq.gz	JVN5_S107_L001_R1_001.fastq.gz	JVN5_S107_L001_R2_001.fastq.gz		
JEP50	JVN50	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN50_S181_L002_R1_001.fastq.gz	JVN50_S181_L002_R2_001.fastq.gz	JVN50_S245_L004_R1_001.fastq.gz	JVN50_S245_L004_R2_001.fastq.gz	JVN50_S152_L003_R1_001.fastq.gz	JVN50_S152_L003_R2_001.fastq.gz	JVN50_S152_L002_R1_001.fastq.gz	JVN50_S152_L002_R2_001.fastq.gz	JVN50_S152_L001_R1_001.fastq.gz	JVN50_S152_L001_R2_001.fastq.gz		
JEP51	JVN51	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN51_S182_L002_R1_001.fastq.gz	JVN51_S182_L002_R2_001.fastq.gz	JVN51_S246_L004_R1_001.fastq.gz	JVN51_S246_L004_R2_001.fastq.gz	JVN51_S153_L003_R1_001.fastq.gz	JVN51_S153_L003_R2_001.fastq.gz	JVN51_S153_L002_R1_001.fastq.gz	JVN51_S153_L002_R2_001.fastq.gz	JVN51_S153_L001_R1_001.fastq.gz	JVN51_S153_L001_R2_001.fastq.gz		
JEP52	JVN52	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN52_S183_L002_R1_001.fastq.gz	JVN52_S183_L002_R2_001.fastq.gz	JVN52_S247_L004_R1_001.fastq.gz	JVN52_S247_L004_R2_001.fastq.gz	JVN52_S154_L003_R1_001.fastq.gz	JVN52_S154_L003_R2_001.fastq.gz	JVN52_S154_L002_R1_001.fastq.gz	JVN52_S154_L002_R2_001.fastq.gz	JVN52_S154_L001_R1_001.fastq.gz	JVN52_S154_L001_R2_001.fastq.gz	JVN52_S306_L001_R1_001.fastq.gz	JVN52_S306_L001_R2_001.fastq.gz
JEP53	JVN53	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN53_S184_L002_R1_001.fastq.gz	JVN53_S184_L002_R2_001.fastq.gz	JVN53_S248_L004_R1_001.fastq.gz	JVN53_S248_L004_R2_001.fastq.gz	JVN53_S155_L003_R1_001.fastq.gz	JVN53_S155_L003_R2_001.fastq.gz	JVN53_S155_L002_R1_001.fastq.gz	JVN53_S155_L002_R2_001.fastq.gz	JVN53_S155_L001_R1_001.fastq.gz	JVN53_S155_L001_R2_001.fastq.gz		
JEP54	JVN54	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN54_S185_L002_R1_001.fastq.gz	JVN54_S185_L002_R2_001.fastq.gz	JVN54_S249_L004_R1_001.fastq.gz	JVN54_S249_L004_R2_001.fastq.gz	JVN54_S156_L003_R1_001.fastq.gz	JVN54_S156_L003_R2_001.fastq.gz	JVN54_S156_L002_R1_001.fastq.gz	JVN54_S156_L002_R2_001.fastq.gz	JVN54_S156_L001_R1_001.fastq.gz	JVN54_S156_L001_R2_001.fastq.gz		
JEP55	JVN55	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN55_S186_L002_R1_001.fastq.gz	JVN55_S186_L002_R2_001.fastq.gz	JVN55_S250_L004_R1_001.fastq.gz	JVN55_S250_L004_R2_001.fastq.gz	JVN55_S157_L003_R1_001.fastq.gz	JVN55_S157_L003_R2_001.fastq.gz	JVN55_S157_L002_R1_001.fastq.gz	JVN55_S157_L002_R2_001.fastq.gz	JVN55_S157_L001_R1_001.fastq.gz	JVN55_S157_L001_R2_001.fastq.gz		
JEP56	JVN56	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN56_S187_L002_R1_001.fastq.gz	JVN56_S187_L002_R2_001.fastq.gz	JVN56_S251_L004_R1_001.fastq.gz	JVN56_S251_L004_R2_001.fastq.gz	JVN56_S158_L003_R1_001.fastq.gz	JVN56_S158_L003_R2_001.fastq.gz	JVN56_S158_L002_R1_001.fastq.gz	JVN56_S158_L002_R2_001.fastq.gz	JVN56_S158_L001_R1_001.fastq.gz	JVN56_S158_L001_R2_001.fastq.gz		
JEP57	JVN57	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN57_S188_L002_R1_001.fastq.gz	JVN57_S188_L002_R2_001.fastq.gz	JVN57_S252_L004_R1_001.fastq.gz	JVN57_S252_L004_R2_001.fastq.gz	JVN57_S159_L003_R1_001.fastq.gz	JVN57_S159_L003_R2_001.fastq.gz	JVN57_S159_L002_R1_001.fastq.gz	JVN57_S159_L002_R2_001.fastq.gz	JVN57_S159_L001_R1_001.fastq.gz	JVN57_S159_L001_R2_001.fastq.gz		
JEP58	JVN58	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN58_S189_L002_R1_001.fastq.gz	JVN58_S189_L002_R2_001.fastq.gz	JVN58_S253_L004_R1_001.fastq.gz	JVN58_S253_L004_R2_001.fastq.gz	JVN58_S160_L003_R1_001.fastq.gz	JVN58_S160_L003_R2_001.fastq.gz	JVN58_S160_L002_R1_001.fastq.gz	JVN58_S160_L002_R2_001.fastq.gz	JVN58_S160_L001_R1_001.fastq.gz	JVN58_S160_L001_R2_001.fastq.gz	JVN58_S348_L001_R1_001.fastq.gz	JVN58_S348_L001_R2_001.fastq.gz
JEP59	JVN59	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN59_S190_L002_R1_001.fastq.gz	JVN59_S190_L002_R2_001.fastq.gz	JVN59_S254_L004_R1_001.fastq.gz	JVN59_S254_L004_R2_001.fastq.gz	JVN59_S161_L003_R1_001.fastq.gz	JVN59_S161_L003_R2_001.fastq.gz	JVN59_S161_L002_R1_001.fastq.gz	JVN59_S161_L002_R2_001.fastq.gz	JVN59_S161_L001_R1_001.fastq.gz	JVN59_S161_L001_R2_001.fastq.gz	JVN59_S321_L001_R1_001.fastq.gz	JVN59_S321_L001_R2_001.fastq.gz
JEP6	JVN6	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN6_S137_L002_R1_001.fastq.gz	JVN6_S137_L002_R2_001.fastq.gz	JVN6_S201_L004_R1_001.fastq.gz	JVN6_S201_L004_R2_001.fastq.gz	JVN6_S108_L003_R1_001.fastq.gz	JVN6_S108_L003_R2_001.fastq.gz	JVN6_S108_L002_R1_001.fastq.gz	JVN6_S108_L002_R2_001.fastq.gz	JVN6_S108_L001_R1_001.fastq.gz	JVN6_S108_L001_R2_001.fastq.gz		
JEP60	JVN60	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN60_S191_L002_R1_001.fastq.gz	JVN60_S191_L002_R2_001.fastq.gz	JVN60_S255_L004_R1_001.fastq.gz	JVN60_S255_L004_R2_001.fastq.gz	JVN60_S162_L003_R1_001.fastq.gz	JVN60_S162_L003_R2_001.fastq.gz	JVN60_S162_L002_R1_001.fastq.gz	JVN60_S162_L002_R2_001.fastq.gz	JVN60_S162_L001_R1_001.fastq.gz	JVN60_S162_L001_R2_001.fastq.gz		
JEP61	JVN61	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN61_S192_L002_R1_001.fastq.gz	JVN61_S192_L002_R2_001.fastq.gz	JVN61_S256_L004_R1_001.fastq.gz	JVN61_S256_L004_R2_001.fastq.gz	JVN61_S163_L003_R1_001.fastq.gz	JVN61_S163_L003_R2_001.fastq.gz	JVN61_S163_L002_R1_001.fastq.gz	JVN61_S163_L002_R2_001.fastq.gz	JVN61_S163_L001_R1_001.fastq.gz	JVN61_S163_L001_R2_001.fastq.gz	JVN61_S285_L001_R1_001.fastq.gz	JVN61_S285_L001_R2_001.fastq.gz
JEP62	JVN62	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN62_S193_L002_R1_001.fastq.gz	JVN62_S193_L002_R2_001.fastq.gz	JVN62_S257_L004_R1_001.fastq.gz	JVN62_S257_L004_R2_001.fastq.gz	JVN62_S164_L003_R1_001.fastq.gz	JVN62_S164_L003_R2_001.fastq.gz	JVN62_S164_L002_R1_001.fastq.gz	JVN62_S164_L002_R2_001.fastq.gz	JVN62_S164_L001_R1_001.fastq.gz	JVN62_S164_L001_R2_001.fastq.gz		
JEP63	JVN63	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN63_S194_L002_R1_001.fastq.gz	JVN63_S194_L002_R2_001.fastq.gz	JVN63_S258_L004_R1_001.fastq.gz	JVN63_S258_L004_R2_001.fastq.gz	JVN63_S165_L003_R1_001.fastq.gz	JVN63_S165_L003_R2_001.fastq.gz	JVN63_S165_L002_R1_001.fastq.gz	JVN63_S165_L002_R2_001.fastq.gz	JVN63_S165_L001_R1_001.fastq.gz	JVN63_S165_L001_R2_001.fastq.gz		
JEP64	JVN64	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN64_S195_L002_R1_001.fastq.gz	JVN64_S195_L002_R2_001.fastq.gz	JVN64_S259_L004_R1_001.fastq.gz	JVN64_S259_L004_R2_001.fastq.gz	JVN64_S166_L003_R1_001.fastq.gz	JVN64_S166_L003_R2_001.fastq.gz	JVN64_S166_L002_R1_001.fastq.gz	JVN64_S166_L002_R2_001.fastq.gz	JVN64_S166_L001_R1_001.fastq.gz	JVN64_S166_L001_R2_001.fastq.gz		
JEP65	JVN65	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN65_S196_L002_R1_001.fastq.gz	JVN65_S196_L002_R2_001.fastq.gz	JVN65_S260_L004_R1_001.fastq.gz	JVN65_S260_L004_R2_001.fastq.gz	JVN65_S167_L003_R1_001.fastq.gz	JVN65_S167_L003_R2_001.fastq.gz	JVN65_S167_L002_R1_001.fastq.gz	JVN65_S167_L002_R2_001.fastq.gz	JVN65_S167_L001_R1_001.fastq.gz	JVN65_S167_L001_R2_001.fastq.gz		
JEP66	JVN66	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN66_S197_L002_R1_001.fastq.gz	JVN66_S197_L002_R2_001.fastq.gz	JVN66_S261_L004_R1_001.fastq.gz	JVN66_S261_L004_R2_001.fastq.gz	JVN66_S168_L003_R1_001.fastq.gz	JVN66_S168_L003_R2_001.fastq.gz	JVN66_S168_L002_R1_001.fastq.gz	JVN66_S168_L002_R2_001.fastq.gz	JVN66_S168_L001_R1_001.fastq.gz	JVN66_S168_L001_R2_001.fastq.gz	JVN66_S264_L001_R1_001.fastq.gz	JVN66_S264_L001_R2_001.fastq.gz
JEP67	JVN67	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN67_S198_L002_R1_001.fastq.gz	JVN67_S198_L002_R2_001.fastq.gz	JVN67_S262_L004_R1_001.fastq.gz	JVN67_S262_L004_R2_001.fastq.gz	JVN67_S169_L003_R1_001.fastq.gz	JVN67_S169_L003_R2_001.fastq.gz	JVN67_S169_L002_R1_001.fastq.gz	JVN67_S169_L002_R2_001.fastq.gz	JVN67_S169_L001_R1_001.fastq.gz	JVN67_S169_L001_R2_001.fastq.gz		
JEP68	JVN68	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN68_S199_L002_R1_001.fastq.gz	JVN68_S199_L002_R2_001.fastq.gz	JVN68_S263_L004_R1_001.fastq.gz	JVN68_S263_L004_R2_001.fastq.gz	JVN68_S170_L003_R1_001.fastq.gz	JVN68_S170_L003_R2_001.fastq.gz	JVN68_S170_L002_R1_001.fastq.gz	JVN68_S170_L002_R2_001.fastq.gz	JVN68_S170_L001_R1_001.fastq.gz	JVN68_S170_L001_R2_001.fastq.gz	JVN68_S335_L001_R1_001.fastq.gz	JVN68_S335_L001_R2_001.fastq.gz
JEP69	JVN69	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN69_S200_L002_R1_001.fastq.gz	JVN69_S200_L002_R2_001.fastq.gz	JVN69_S264_L004_R1_001.fastq.gz	JVN69_S264_L004_R2_001.fastq.gz	JVN69_S171_L003_R1_001.fastq.gz	JVN69_S171_L003_R2_001.fastq.gz	JVN69_S171_L002_R1_001.fastq.gz	JVN69_S171_L002_R2_001.fastq.gz	JVN69_S171_L001_R1_001.fastq.gz	JVN69_S171_L001_R2_001.fastq.gz		
JEP7	JVN7	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN7_S138_L002_R1_001.fastq.gz	JVN7_S138_L002_R2_001.fastq.gz	JVN7_S202_L004_R1_001.fastq.gz	JVN7_S202_L004_R2_001.fastq.gz	JVN7_S109_L003_R1_001.fastq.gz	JVN7_S109_L003_R2_001.fastq.gz	JVN7_S109_L002_R1_001.fastq.gz	JVN7_S109_L002_R2_001.fastq.gz	JVN7_S109_L001_R1_001.fastq.gz	JVN7_S109_L001_R2_001.fastq.gz		
JEP70	JVN70	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN70_S201_L002_R1_001.fastq.gz	JVN70_S201_L002_R2_001.fastq.gz	JVN70_S265_L004_R1_001.fastq.gz	JVN70_S265_L004_R2_001.fastq.gz	JVN70_S172_L003_R1_001.fastq.gz	JVN70_S172_L003_R2_001.fastq.gz	JVN70_S172_L002_R1_001.fastq.gz	JVN70_S172_L002_R2_001.fastq.gz	JVN70_S172_L001_R1_001.fastq.gz	JVN70_S172_L001_R2_001.fastq.gz		
JEP71	JVN71	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN71_S202_L002_R1_001.fastq.gz	JVN71_S202_L002_R2_001.fastq.gz	JVN71_S266_L004_R1_001.fastq.gz	JVN71_S266_L004_R2_001.fastq.gz	JVN71_S173_L003_R1_001.fastq.gz	JVN71_S173_L003_R2_001.fastq.gz	JVN71_S173_L002_R1_001.fastq.gz	JVN71_S173_L002_R2_001.fastq.gz	JVN71_S173_L001_R1_001.fastq.gz	JVN71_S173_L001_R2_001.fastq.gz		
JEP72	JVN72	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN72_S203_L002_R1_001.fastq.gz	JVN72_S203_L002_R2_001.fastq.gz	JVN72_S267_L004_R1_001.fastq.gz	JVN72_S267_L004_R2_001.fastq.gz	JVN72_S174_L003_R1_001.fastq.gz	JVN72_S174_L003_R2_001.fastq.gz	JVN72_S174_L002_R1_001.fastq.gz	JVN72_S174_L002_R2_001.fastq.gz	JVN72_S174_L001_R1_001.fastq.gz	JVN72_S174_L001_R2_001.fastq.gz		
